"protein_ID";"gene_ID";"gene_ID_gff3";"protein_ID_gff3";"Protein";"Chr";"Strand";"Start";"End";"Size (nt)";"Final Description"
"212";1978772;"g0210";"gene_212";1978772;"g0210";"I";"+";"869.877";"871.191";"1.315";"Putative uncharacterized protein"
"213";1978773;"g0211";"gene_213";1978773;"g0211";"I";"-";"871.829";"874.031";"2.203";"Putative uncharacterized protein"
"214";1978774;"g0212";"gene_214";1978774;"g0212";"I";"+";"876.081";"876.750";"670";"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"
"215";1978775;"g0213";"gene_215";1978775;"g0213";"I";"-";"877.197";"877.952";"756";"Derlin-2 (Degradation in endoplasmic reticulum protein 2)"
"216";1978776;"g0214";"gene_216";1978776;"g0214";"I";"+";"879.082";"879.609";"528";"Histone H3-like centromeric protein cse-4 (CENP-A homolog)"
"217";1978777;"g0215";"gene_217";1978777;"g0215";"I";"+";"880.772";"881.869";"1.098";"Vacuolar protein sorting-associated protein"
"218";1978778;"g0216";"gene_218";1978778;"g0216";"I";"-";"882.137";"884.359";"2.223";"tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG"
"219";1978779;"g0217";"gene_219";1978779;"g0217";"I";"-";"885.401";"886.277";"877";"Putative uncharacterized protein"
"220";1978780;"g0218";"gene_220";1978780;"g0218";"I";"-";"888.203";"891.164";"2.962";"Mitochondrial translation optimization protein"
"221";1978781;"g0219";"gene_221";1978781;"g0219";"I";"-";"893.595";"895.295";"1.701";"Proteophosphoglycan 5"
"222";1978782;"g0220";"gene_222";1978782;"g0220";"I";"+";"896.808";"897.303";"496";"E3 ubiquitin-protein ligase RBX1 (RING finger protein 75)"
"223";1978783;"g0221";"gene_223";1978783;"g0221";"I";"-";"897.655";"898.169";"515";"Probable signal peptidase complex subunit 1"
"224";1978784;"g0222";"gene_224";1978784;"g0222";"I";"+";"901.363";"903.303";"1.941";"Mg2+ transporter protein"
"225";1978785;"g0223";"gene_225";1978785;"g0223";"I";"+";"903.967";"904.398";"322";"Mitochondrial import inner membrane translocase subunit TIM8"
"226";1978786;"g0224";"gene_226";1978786;"g0224";"I";"-";"905.083";"906.417";"1.335";"60S ribosomal protein L25"
"227";1978787;"g0225";"gene_227";1978787;"g0225";"I";"+";"906.883";"907.896";"1.014";"Putative uncharacterized protein"
"228";1978788;"g0226";"gene_228";1978788;"g0226";"I";"-";"911.826";"913.223";"1.398";"Enolase-phosphatase E1"
"229";1978789;"g0227";"gene_229";1978789;"g0227";"I";"+";"921.419";"923.695";"2.277";"Serine/threonine-protein kinase ksp1"
"230";1978790;"g0228";"gene_230";1978790;"g0228";"I";"+";"925.191";"925.898";"708";"Trafficking protein particle complex subunit 6B"
"231";1978791;"g0229";"gene_231";1978791;"g0229";"I";"-";"928.195";"929.622";"1.428";"Malate dehydrogenase, cytoplasmic"
"232";1978792;"g0230";"gene_232";1978792;"g0230";"I";"-";"932.537";"933.626";"1.090";"60S ribosomal protein L28e"
"233";1978793;"g0231";"gene_233";1978793;"g0231";"I";"+";"934.841";"935.260";"420";"Putative uncharacterized protein"
"234";1978794;"g0232";"gene_234";1978794;"g0232";"I";"-";"936.536";"937.644";"1.109";"C-5 sterol desaturase"
"235";1978795;"g0233";"gene_235";1978795;"g0233";"I";"-";"940.023";"940.995";"973";"Putative uncharacterized protein"
"236";1978796;"g0234";"gene_236";1978796;"g0234";"I";"+";"945.306";"946.472";"1.167";"Spore germination protein"
"237";1978797;"g0235";"gene_237";1978797;"g0235";"I";"+";"950.655";"952.689";"2.035";"Transcriptional repressor tup1"
"238";1978798;"g0236";"gene_238";1978798;"g0236";"I";"-";"953.401";"954.408";"1.008";"Ribonuclease MRP protein subunit rmp1 (RNA-processing protein rmp1)"
"239";1978799;"g0237";"gene_239";1978799;"g0237";"I";"+";"954.995";"957.424";"2.430";"Bifunctional purine biosynthesis protein"
"240";1978800;"g0238";"gene_240";1978800;"g0238";"I";"-";"957.870";"960.428";"2.559";"Vacuolar amino acid transporter 1"
"241";1978801;"g0239";"gene_241";1978801;"g0239";"I";"-";"962.313";"963.683";"1.371";"Putative uncharacterized protein"
"242";1978802;"g0240";"gene_242";1978802;"g0240";"I";"+";"964.775";"965.052";"278";"Putative uncharacterized protein"
"243";1978803;"g0241";"gene_243";1978803;"g0241";"I";"+";"966.355";"967.340";"986";"Actin cytoskeleton protein"
"244";1978804;"g0242";"gene_244";1978804;"g0242";"I";"-";"967.657";"969.306";"1.650";"Bud site selection protein 22"
"245";1978805;"g0243";"gene_245";1978805;"g0243";"I";"+";"969.779";"970.391";"613";"Centrin-3"
"246";1978806;"g0244";"gene_246";1978806;"g0244";"I";"+";"975.288";"977.481";"2.194";"Phosphoenolpyruvate carboxykinase"
"247";1978807;"g0245";"gene_247";1978807;"g0245";"I";"-";"978.195";"979.179";"985";"Putative uncharacterized protein"
"248";1978808;"g0246";"gene_248";1978808;"g0246";"I";"-";"980.284";"981.314";"1.031";"Putative uncharacterized protein"
"249";1978809;"g0247";"gene_249";1978809;"g0247";"I";"+";"982.098";"983.887";"1.790";"E3 SUMO-protein ligase pli1"
"250";1978810;"g0248";"gene_250";1978810;"g0248";"I";"-";"984.446";"984.747";"302";"Copper resistance protein"
"251";1978811;"g0249";"gene_251";1978811;"g0249";"I";"-";"986.670";"988.103";"1.434";"Putative uncharacterized protein"
"252";1978812;"g0250";"gene_252";1978812;"g0250";"I";"+";"988.808";"989.452";"645";"Cytidine deoxycytidylate deaminase family protein"
"253";1978813;"g0251";"gene_253";1978813;"g0251";"I";"-";"993.198";"997.125";"1.599";"Putative uncharacterized protein"
"254";1978814;"g0252";"gene_254";1978814;"g0252";"I";"-";"1.004.841";"1.008.817";"3.977";"Putative uncharacterized protein"
"255";1978815;"g0253";"gene_255";1978815;"g0253";"I";"-";"1.009.359";"1.010.630";"1.272";"Tam domain protein"
"256";1978816;"g0254";"gene_256";1978816;"g0254";"I";"-";"1.014.423";"1.015.898";"1.476";"FAD dependent oxidoreductase superfamily"
"257";1978817;"g0255";"gene_257";1978817;"g0255";"I";"-";"1.016.529";"1.017.950";"1.422";"Homogentisate-dioxygenase"
"258";1978818;"g0256";"gene_258";1978818;"g0256";"I";"-";"1.018.849";"1.021.897";"603";"Putative uncharacterized protein"
"259";1978819;"g0257";"gene_259";1978819;"g0257";"I";"+";"1.024.991";"1.025.455";"465";"Putative uncharacterized protein"
"260";1978820;"g0258";"gene_260";1978820;"g0258";"I";"-";"1.025.608";"1.028.206";"2.599";"ATP-dependent zinc metalloprotease FtsH"
"261";1978821;"g0260";"gene_261";1978821;"g0260";"I";"+";"1.038.833";"1.040.926";"2.094";"Protein pim1 (Poly(A)+ RNA transport protein 2)"
"262";1978822;"g0261";"gene_262";1978822;"g0261";"I";"-";"1.041.661";"1.042.792";"1.132";"Protein transport protein yip1"
"263";1978823;"g0262";"gene_263";1978823;"g0262";"I";"+";"1.043.962";"1.044.689";"504";"Mitochondrial import inner membrane translocase subunit tim-16 (Presequence translocated-associated motor subunit pam-16)"
"264";1978824;"g0263";"gene_264";1978824;"g0263";"I";"-";"1.045.079";"1.047.804";"2.726";"Putative uncharacterized protein"
"265";1978825;"g0264";"gene_265";1978825;"g0264";"I";"-";"1.049.009";"1.051.759";"2.751";"Biotin apo-protein"
"266";1978826;"g0265";"gene_266";1978826;"g0265";"I";"+";"1.052.256";"1.052.749";"494";"Cytochrome oxidase assembly factor 4 (Cx9C motif-containing protein 3)"
"267";1978827;"g0266";"gene_267";1978827;"g0266";"I";"+";"1.053.063";"1.053.986";"924";"Mitochondrial genome maintenance protein mgm101"
"268";1978828;"g0267";"gene_268";1978828;"g0267";"I";"-";"1.054.305";"1.055.456";"1.152";"Receptor expression-enhancing protein 4"
"269";1978829;"g0268";"gene_269";1978829;"g0268";"I";"-";"1.056.726";"1.064.697";"7.972";"Canalicular multispecific organic anion transporter 1 (ATP-binding cassette sub-family C member 2)"
"270";1978830;"g0269";"gene_270";1978830;"g0269";"I";"+";"1.066.186";"1.067.701";"1.516";"L-lysine-aminomutase"
"271";1978831;"g0270";"gene_271";1978831;"g0270";"I";"-";"1.067.881";"1.068.261";"381";"Putative uncharacterized protein"
"272";1978832;"g0271";"gene_272";1978832;"g0271";"I";"+";"1.075.605";"1.081.009";"5.405";"Putative uncharacterized protein"
"273";1978833;"g0272";"gene_273";1978833;"g0272";"I";"-";"1.087.044";"1.087.681";"638";"DNA-directed RNA polymerase II subunit rpb7"
"274";1978834;"g0273";"gene_274";1978834;"g0273";"I";"+";"1.088.738";"1.090.540";"1.803";"Cyclin pch1 (Pombe cyclin C homolog 1)"
"275";1978835;"g0274";"gene_275";1978835;"g0274";"I";"-";"1.091.077";"1.094.040";"2.964";"6-phosphogluconate dehydrogenase"
"276";1978836;"g0275";"gene_276";1978836;"g0275";"I";"+";"1.097.298";"1.098.623";"1.326";"Rnp domain containing protein"
"277";1978837;"g0276";"gene_277";1978837;"g0276";"I";"-";"1.098.873";"1.100.446";"1.574";"Uncharacterized transporter C22E12.01"
"278";1978838;"g0277";"gene_278";1978838;"g0277";"I";"+";"1.101.632";"1.103.743";"2.112";"Glycoside hydrolase 15-related"
"279";1978839;"g0278";"gene_279";1978839;"g0278";"I";"-";"1.103.985";"1.104.665";"681";"Transcription initiation factor TFIID subunit 3 (TBP-associated factor 3)"
"280";1978840;"g0279";"gene_280";1978840;"g0279";"I";"+";"1.105.370";"1.106.248";"879";"U4 tri-snRNP-associated"
"281";1978841;"g0280";"gene_281";1978841;"g0280";"I";"-";"1.106.478";"1.107.560";"1.083";"Putative uncharacterized protein"
"282";1978842;"g0281";"gene_282";1978842;"g0281";"I";"-";"1.108.395";"1.109.555";"1.161";"DNA polymerase"
"283";1978843;"g0282";"gene_283";1978843;"g0282";"I";"-";"1.110.466";"1.112.061";"1.596";"Ammonium transporter"
"284";1978844;"g0283";"gene_284";1978844;"g0283";"I";"-";"1.117.265";"1.122.553";"5.289";"Intracellular protein transport-like protein"
"285";1978845;"g0284";"gene_285";1978845;"g0284";"I";"+";"1.127.831";"1.128.973";"1.143";"Putative uncharacterized protein"
"286";1978846;"g0285";"gene_286";1978846;"g0285";"I";"-";"1.129.383";"1.131.319";"2.346";"Oleate activated transcription factor 3"
"287";1978847;"g0286";"gene_287";1978847;"g0286";"I";"+";"1.137.167";"1.138.312";"1.146";"Glycoside hydrolase"
"288";1978848;"g0287";"gene_288";1978848;"g0287";"I";"-";"1.138.697";"1.139.919";"1.223";"Putative uncharacterized protein"
"289";1978849;"g0288";"gene_289";1978849;"g0288";"I";"+";"1.143.316";"1.144.596";"1.281";"NADPH dehydrogenase "
"290";1978850;"g0289";"gene_290";1978850;"g0289";"I";"-";"1.144.726";"1.146.834";"2.109";"Cleft lip and palate transmembrane protein 1"
"291";1978851;"g0290";"gene_291";1978851;"g0290";"I";"+";"1.148.594";"1.149.382";"789";"LOG family protein YJL055W"
"292";1978852;"g0291";"gene_292";1978852;"g0291";"I";"-";"1.149.750";"1.150.646";"897";"Proteasome subunit alpha type-1"
"293";1978853;"g0292";"gene_293";1978853;"g0292";"I";"+";"1.151.491";"1.151.880";"390";"Vacuolar protein sorting-associated protein 55"
"294";1978854;"g0293";"gene_294";1978854;"g0293";"I";"-";"1.152.456";"1.154.951";"2.496";"Para-aminobenzoate synthase"
"295";1978855;"g0294";"gene_295";1978855;"g0294";"I";"-";"1.155.464";"1.160.149";"4.686";"Hypercellular protein"
"296";1978856;"g0295";"gene_296";1978856;"g0295";"I";"+";"1.160.914";"1.162.677";"1.764";"Putative uncharacterized protein"
"297";1978857;"g0296";"gene_297";1978857;"g0296";"I";"-";"1.162.947";"1.164.986";"2.040";"Putative uncharacterized protein"
"298";1978858;"g0297";"gene_298";1978858;"g0297";"I";"-";"1.165.897";"1.167.144";"1.248";"Checkpoint protein hus1"
"299";1978859;"g0298";"gene_299";1978859;"g0298";"I";"-";"1.168.561";"1.169.135";"575";"Putative uncharacterized protein"
"300";1978860;"g0299";"gene_300";1978860;"g0299";"I";"+";"1.171.977";"1.177.571";"5.595";"Cytokinesis protein sepA (Forced expression inhibition of growth A)"
"301";1978861;"g0300";"gene_301";1978861;"g0300";"I";"-";"1.178.143";"1.178.973";"831";"Multiple myeloma tumor-associated protein 2 homolog"
"302";1978862;"g0301";"gene_302";1978862;"g0301";"I";"-";"1.179.401";"1.180.633";"1.233";"Putative killer toxin sensitivity protein"
"303";1978863;"g0301.1";"gene_303";1978863;"g0301.1";"I";"-";"1.181.787";"1.182.475";"689";"54S ribosomal protein L37, mitochondrial (YmL37)"
"304";1978864;"g0302";"gene_304";1978864;"g0302";"I";"-";"1.183.226";"1.183.600";"375";"NADH-ubiquinone oxidoreductase"
"305";1978865;"g0303";"gene_305";1978865;"g0303";"I";"+";"1.184.283";"1.185.587";"1.305";"Nuclear localization sequence-binding protein (p67)"
"306";1978866;"g0304";"gene_306";1978866;"g0304";"I";"+";"1.189.771";"1.191.296";"1.526";"Putative uncharacterized protein"
"307";1978867;"g0305";"gene_307";1978867;"g0305";"I";"-";"1.191.665";"1.193.892";"2.228";"Putative uncharacterized protein"
"308";1978868;"g0306";"gene_308";1978868;"g0306";"I";"+";"1.193.960";"1.195.138";"1.179";"Putative uncharacterized protein"
"309";1978869;"g0307";"gene_309";1978869;"g0307";"I";"-";"1.195.302";"1.196.437";"1.136";"Cysteine and histidine-rich domain-containing protein 1 (CHORD domain-containing protein 1)"
"310";1978870;"g0308";"gene_310";1978870;"g0308";"I";"+";"1.197.459";"1.198.727";"1.269";"U6 snRNA-associated Sm-like protein LSm8"
"311";1978871;"g0309";"gene_311";1978871;"g0309";"I";"-";"1.198.964";"1.200.287";"1.324";"Inosine-uridine preferring nucleoside hydrolase"
"312";1978872;"g0310";"gene_312";1978872;"g0310";"I";"-";"1.201.272";"1.201.820";"549";"Putative uncharacterized protein"
"313";1978873;"g0311";"gene_313";1978873;"g0311";"I";"+";"1.204.822";"1.206.084";"1.263";"Putative uncharacterized protein"
"314";1978874;"g0312";"gene_314";1978874;"g0312";"I";"+";"1.209.730";"1.211.424";"1.695";"Putative uncharacterized protein"
"315";1978875;"g0313";"gene_315";1978875;"g0313";"I";"+";"1.212.133";"1.213.052";"920";"Pyroglutamyl peptidase type"
"316";1978876;"g0314";"gene_316";1978876;"g0314";"I";"-";"1.213.237";"1.214.979";"1.743";"Transcription initiation factor TFIID subunit 7"
"317";1978877;"g0315";"gene_317";1978877;"g0315";"I";"+";"1.215.483";"1.216.535";"1.053";"Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)"
"318";1978878;"g0316";"gene_318";1978878;"g0316";"I";"-";"1.216.805";"1.220.908";"4.104";"ATP-dependent RNA helicase DHR1 (DEAH box RNA helicase DHR1)"
"319";1978879;"g0317";"gene_319";1978879;"g0317";"I";"+";"1.221.414";"1.221.986";"573";"Putative uncharacterized protein"
"320";1978880;"g0318";"gene_320";1978880;"g0318";"I";"+";"1.224.650";"1.226.433";"1.784";"Formate dehydrogenase"
"321";1978881;"g0319";"gene_321";1978881;"g0319";"I";"-";"1.226.816";"1.233.462";"6.647";"COPII coat assembly protein sec-16 (Protein transport protein sec-16)"
"322";1978882;"g0320";"gene_322";1978882;"g0320";"I";"+";"1.235.061";"1.239.296";"4.236";"Phospholipid-translocating P-type ATPase"
"323";1978883;"g0321";"gene_323";1978883;"g0321";"I";"+";"1.240.842";"1.243.164";"2.323";"Acetoacetate-CoA ligase"
"324";1978884;"g0322";"gene_324";1978884;"g0322";"I";"-";"1.243.468";"1.245.876";"2.409";"Anaphase-promoting complex subunit cut9 (20S cyclosome/APC complex protein cut9)"
"325";1978885;"g0323";"gene_325";1978885;"g0323";"I";"-";"1.246.822";"1.247.722";"901";"Nucleolar protein 16"
"326";1978886;"g0324";"gene_326";1978886;"g0324";"I";"-";"1.248.075";"1.249.551";"1.477";"FAD-dependent oxidoreductase superfamily"
"327";1978887;"g0325";"gene_327";1978887;"g0325";"I";"+";"1.252.407";"1.252.984";"578";"Glutathione peroxidase"
"328";1978888;"g0327";"gene_328";1978888;"g0327";"I";"+";"1.273.113";"1.275.910";"2.805";"Fungal transcriptional regulatory protein"
"329";1978889;"g0328";"gene_329";1978889;"g0328";"I";"-";"1.277.550";"1.278.527";"978";"4-hydroxy-2-oxoglutarate aldolase, mitochondrial"
"330";1978890;"g0329";"gene_330";1978890;"g0329";"I";"+";"1.280.926";"1.282.182";"1.257";"Uncharacterized oxidoreductase"
"331";1978891;"g0330";"gene_331";1978891;"g0330";"I";"-";"1.282.842";"1.283.894";"1.053";"Chaperone-binding protein"
"332";1978892;"g0331";"gene_332";1978892;"g0331";"I";"+";"1.286.833";"1.288.650";"1.818";"Multidrug resistance protein fnx1"
"333";1978893;"g0332";"gene_333";1978893;"g0332";"I";"-";"1.289.098";"1.294.094";"4.997";"CENP-A multicopy suppressor protein 2"
"334";1978894;"g0333";"gene_334";1978894;"g0333";"I";"-";"1.297.000";"1.298.718";"1.719";"Crotonase"
"335";1978895;"g0334";"gene_335";1978895;"g0334";"I";"-";"1.299.439";"1.301.241";"1.803";"Dihydroxyacetone kinase"
"336";1978896;"g0335";"gene_336";1978896;"g0335";"I";"-";"1.302.617";"1.307.158";"4.542";"Cell wall glycosyl hydrolase"
"337";1978897;"g0336";"gene_337";1978897;"g0336";"I";"+";"1.309.635";"1.314.918";"5.284";"Ubiquitin carboxyl-terminal hydrolase 1 "
"338";1978898;"g0337";"gene_338";1978898;"g0337";"I";"+";"1.317.185";"1.318.585";"1.401";"Mediator of RNA polymerase II transcription subunit 19 (Mediator complex subunit 19)"
"339";1978899;"g0338";"gene_339";1978899;"g0338";"I";"+";"1.324.389";"1.326.459";"2.071";"Putative uncharacterized protein"
"340";1978900;"g0339";"gene_340";1978900;"g0339";"I";"+";"1.327.542";"1.328.769";"1.228";"Putative uncharacterized protein"
"341";1978901;"g0340";"gene_341";1978901;"g0340";"I";"+";"1.332.088";"1.335.320";"3.233";"Fungal specific transcription factor"
"342";1978902;"g0341";"gene_342";1978902;"g0341";"I";"+";"1.335.993";"1.336.964";"972";"3-hydroxybutyryl-dehydrogenase"
"343";1978903;"g0342";"gene_343";1978903;"g0342";"I";"+";"1.337.651";"1.339.626";"1.976";"Anion exchange family protein"
"344";1978904;"g0343";"gene_344";1978904;"g0343";"I";"-";"1.339.780";"1.343.759";"3.980";"Topoisomerase 1-associated factor 1"
"345";1978905;"g0344";"gene_345";1978905;"g0344";"I";"+";"1.344.541";"1.347.495";"2.955";"Mitochondrial respiratory chain complexes assembly protein YTA12 (Tat-binding homolog 12)"
"346";1978906;"g0345";"gene_346";1978906;"g0345";"I";"-";"1.350.139";"1.352.549";"2.411";"Homeobox-leucine zipper protein HDG11"
"347";1978907;"g0346";"gene_347";1978907;"g0346";"I";"-";"1.361.689";"1.362.128";"440";"Replication factor A protein 3 (Single-stranded DNA-binding protein P12 subunit)"
"348";1978908;"g0347";"gene_348";1978908;"g0347";"I";"-";"1.362.536";"1.363.815";"1.280";"54S ribosomal protein Yml6, mitochondrial"
"349";1978909;"g0348";"gene_349";1978909;"g0348";"I";"+";"1.364.353";"1.365.894";"1.542";"54S ribosomal protein L35, mitochondrial (YmL35)"
"350";1978910;"g0349";"gene_350";1978910;"g0349";"I";"-";"1.366.303";"1.370.301";"3.999";"RhoGAP"
"351";1978911;"g0350";"gene_351";1978911;"g0350";"I";"-";"1.372.251";"1.373.311";"1.061";"Nuclear protein SNF4"
"352";1978912;"g0351";"gene_352";1978912;"g0351";"I";"+";"1.375.234";"1.377.293";"2.060";"Vacuolar armadillo repeat protein"
"353";1978913;"g0352";"gene_353";1978913;"g0352";"I";"-";"1.378.442";"1.379.010";"569";"Mitochondrial inner membrane protease subunit"
"354";1978914;"g0353";"gene_354";1978914;"g0353";"I";"+";"1.379.370";"1.380.314";"945";"Translation initiation factor IF-3"
"355";1978915;"g0354";"gene_355";1978915;"g0354";"I";"+";"1.381.057";"1.382.659";"1.603";"Translation initiation factor eIF-2b delta subunit"
"356";1978916;"g0355";"gene_356";1978916;"g0355";"I";"-";"1.383.144";"1.383.460";"317";"Putative uncharacterized protein"
"357";1978917;"g0356";"gene_357";1978917;"g0356";"I";"+";"1.384.348";"1.387.037";"2.690";"Nipped-B-like protein B"
"358";1978918;"g0357";"gene_358";1978918;"g0357";"I";"-";"1.387.313";"1.388.475";"1.163";"Nap family protein"
"359";1978919;"g0358";"gene_359";1978919;"g0358";"I";"-";"1.389.292";"1.390.974";"1.683";"Lysophospholipase-like protein"
