#proteinId;gotermId;goName;gotermType;goAcc
1978757;2290;catalytic activity;molecular_function;GO:0003824
1978757;5830;metabolic process;biological_process;GO:0008152
1978759;4758;lipid metabolic process;biological_process;GO:0006629
1978759;9986;hydrolase activity, acting on ester bonds;molecular_function;GO:0016788
1978760;3930;cytoplasm;cellular_component;GO:0005737
1978760;4758;lipid metabolic process;biological_process;GO:0006629
1978760;9321;integral to membrane;cellular_component;GO:0016021
1978760;9834;oxidoreductase activity, acting on the CH-CH group of donors;molecular_function;GO:0016627
1978761;648;sulfonate dioxygenase activity;molecular_function;GO:0000907
1978761;7860;2-oxoglutarate-dependent dioxygenase activity;molecular_function;GO:0010302
1978761;10908;2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity;molecular_function;GO:0018602
1978761;12048;procollagen-proline dioxygenase activity;molecular_function;GO:0019798
1978761;19199;DNA-N1-methyladenine dioxygenase activity;molecular_function;GO:0043734
1978763;3737;GTP binding;molecular_function;GO:0005525
1978765;5323;intracellular signaling cascade;biological_process;GO:0007242
1978767;2175;nucleic acid binding;molecular_function;GO:0003676
1978767;3838;nucleus;cellular_component;GO:0005634
1978769;2175;nucleic acid binding;molecular_function;GO:0003676
1978769;3827;intracellular;cellular_component;GO:0005622
1978769;5939;zinc ion binding;molecular_function;GO:0008270
1978770;5747;chitin binding;molecular_function;GO:0008061
1978770;4143;carbohydrate metabolic process;biological_process;GO:0005975
1978770;10005;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;molecular_function;GO:0016810
1978770;2290;catalytic activity;molecular_function;GO:0003824
1978770;2539;chitin deacetylase activity;molecular_function;GO:0004099
1978776;587;nucleosome;cellular_component;GO:0000786
1978776;2176;DNA binding;molecular_function;GO:0003677
1978776;3838;nucleus;cellular_component;GO:0005634
1978776;4484;nucleosome assembly;biological_process;GO:0006334
1978777;6286;phospholipid biosynthetic process;biological_process;GO:0008654
1978777;9320;membrane;cellular_component;GO:0016020
1978777;9978;phosphotransferase activity, for other substituted phosphate groups;molecular_function;GO:0016780
1978777;6427;cardiolipin synthase activity;molecular_function;GO:0008808
1978777;10741;UDP-N-acetylglucosamine:serine-protein N-acetylglucosamine-1-phosphotransferase activity;molecular_function;GO:0018421
1978777;10742;GDP-mannose:serine-protein mannose-1-phosphotransferase activity;molecular_function;GO:0018422
1978777;19225;archaetidylserine synthase activity;molecular_function;GO:0043761
1978777;19252;cardiolipin synthetase 2 activity;molecular_function;GO:0043788
1978778;5721;tRNA processing;biological_process;GO:0008033
1978778;23919;FAD binding;molecular_function;GO:0050660
1978780;2290;catalytic activity;molecular_function;GO:0003824
1978780;5830;metabolic process;biological_process;GO:0008152
1978780;3838;nucleus;cellular_component;GO:0005634
1978780;4440;DNA repair;biological_process;GO:0006281
1978780;5766;phosphoric diester hydrolase activity;molecular_function;GO:0008081
1978780;2551;cyclic-nucleotide phosphodiesterase activity;molecular_function;GO:0004112
1978780;2554;3',5'-cyclic-AMP phosphodiesterase activity;molecular_function;GO:0004115
1978780;2555;calmodulin-dependent cyclic-nucleotide phosphodiesterase activity;molecular_function;GO:0004117
1978780;2556;cGMP-stimulated cyclic-nucleotide phosphodiesterase activity;molecular_function;GO:0004118
1978780;2557;cGMP-inhibited cyclic-nucleotide phosphodiesterase activity;molecular_function;GO:0004119
1978780;2558;photoreceptor cyclic-nucleotide phosphodiesterase activity;molecular_function;GO:0004120
1978780;2829;inositol or phosphatidylinositol phosphodiesterase activity;molecular_function;GO:0004434
1978780;4135;cyclic-nucleotide phosphodiesterase complex;cellular_component;GO:0005966
1978782;3727;protein binding;molecular_function;GO:0005515
1978782;5939;zinc ion binding;molecular_function;GO:0008270
1978783;3976;signal peptidase complex;cellular_component;GO:0005787
1978783;3981;microsome;cellular_component;GO:0005792
1978783;4599;signal peptide processing;biological_process;GO:0006465
1978783;6614;signal peptidase activity;molecular_function;GO:0009003
1978783;9321;integral to membrane;cellular_component;GO:0016021
1978783;5906;cysteine-type peptidase activity;molecular_function;GO:0008234
1978784;9320;membrane;cellular_component;GO:0016020
1978784;12906;metal ion transport;biological_process;GO:0030001
1978784;21296;metal ion transmembrane transporter activity;molecular_function;GO:0046873
1978785;4755;protein targeting to mitochondrion;biological_process;GO:0006626
1978785;18223;mitochondrial intermembrane space protein transporter complex;cellular_component;GO:0042719
1978785;19516;protein import into mitochondrial inner membrane;biological_process;GO:0045039
1978788;19338;acireductone synthase activity;molecular_function;GO:0043874
1978789;3043;protein kinase activity;molecular_function;GO:0004672
1978789;3736;ATP binding;molecular_function;GO:0005524
1978789;4602;protein amino acid phosphorylation;biological_process;GO:0006468
1978789;3045;protein serine/threonine kinase activity;molecular_function;GO:0004674
1978791;4265;tricarboxylic acid cycle intermediate metabolic process;biological_process;GO:0006100
1978791;9710;oxidoreductase activity;molecular_function;GO:0016491
1978791;4273;malate metabolic process;biological_process;GO:0006108
1978791;9822;malate dehydrogenase activity;molecular_function;GO:0016615
1978791;4261;glycolysis;biological_process;GO:0006096
1978791;9823;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;molecular_function;GO:0016616
1978791;19400;cellular carbohydrate metabolic process;biological_process;GO:0044262
1978791;12957;L-malate dehydrogenase activity;molecular_function;GO:0030060
1978791;2290;catalytic activity;molecular_function;GO:0003824
1978791;4143;carbohydrate metabolic process;biological_process;GO:0005975
1978794;23309;lathosterol oxidase activity;molecular_function;GO:0050046
1978797;3200;ubiquitin-protein ligase activity;molecular_function;GO:0004842
1978797;24685;regulation of ubiquitin-protein ligase activity;biological_process;GO:0051438
1978797;24687;regulation of ubiquitin-protein ligase activity during meiotic cell cycle;biological_process;GO:0051440
1978797;24690;positive regulation of ubiquitin-protein ligase activity;biological_process;GO:0051443
1978797;24691;negative regulation of ubiquitin-protein ligase activity;biological_process;GO:0051444
1978799;3011;phosphoribosylamine-glycine ligase activity;molecular_function;GO:0004637
1978799;6721;purine base biosynthetic process;biological_process;GO:0009113
1978799;2290;catalytic activity;molecular_function;GO:0003824
1978799;3015;phosphoribosylformylglycinamidine cyclo-ligase activity;molecular_function;GO:0004641
1978799;3930;cytoplasm;cellular_component;GO:0005737
1978799;4351;'de novo' IMP biosynthetic process;biological_process;GO:0006189
1978799;3736;ATP binding;molecular_function;GO:0005524
1978803;2175;nucleic acid binding;molecular_function;GO:0003676
1978805;3724;calcium ion binding;molecular_function;GO:0005509
1978806;2986;phosphoenolpyruvate carboxykinase (ATP) activity;molecular_function;GO:0004612
1978806;3736;ATP binding;molecular_function;GO:0005524
1978806;4260;gluconeogenesis;biological_process;GO:0006094
1978806;2985;phosphoenolpyruvate carboxykinase activity;molecular_function;GO:0004611
1978806;10236;purine nucleotide binding;molecular_function;GO:0017076
1978809;5939;zinc ion binding;molecular_function;GO:0008270
1978809;6387;UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity;molecular_function;GO:0008766
1978809;10509;ribosomal S6-glutamic acid ligase activity;molecular_function;GO:0018169
1978809;19237;coenzyme F420-0 gamma-glutamyl ligase activity;molecular_function;GO:0043773
1978809;19238;coenzyme F420-2 alpha-glutamyl ligase activity;molecular_function;GO:0043774
1978812;5939;zinc ion binding;molecular_function;GO:0008270
1978812;9985;hydrolase activity;molecular_function;GO:0016787
1978812;2290;catalytic activity;molecular_function;GO:0003824
1978816;9710;oxidoreductase activity;molecular_function;GO:0016491
1978817;2809;homogentisate 1,2-dioxygenase activity;molecular_function;GO:0004411
1978817;4689;L-phenylalanine catabolic process;biological_process;GO:0006559
1978817;4700;tyrosine metabolic process;biological_process;GO:0006570
1978820;162;nucleotide binding;molecular_function;GO:0000166
1978820;10269;nucleoside-triphosphatase activity;molecular_function;GO:0017111
1978820;3736;ATP binding;molecular_function;GO:0005524
1978821;3200;ubiquitin-protein ligase activity;molecular_function;GO:0004842
1978821;24685;regulation of ubiquitin-protein ligase activity;biological_process;GO:0051438
1978821;24687;regulation of ubiquitin-protein ligase activity during meiotic cell cycle;biological_process;GO:0051440
1978821;24690;positive regulation of ubiquitin-protein ligase activity;biological_process;GO:0051443
1978821;24691;negative regulation of ubiquitin-protein ligase activity;biological_process;GO:0051444
1978825;2290;catalytic activity;molecular_function;GO:0003824
1978825;4598;protein modification process;biological_process;GO:0006464
1978827;16;mitochondrial genome maintenance;biological_process;GO:0000002
1978827;257;mitochondrial chromosome;cellular_component;GO:0000262
1978829;3736;ATP binding;molecular_function;GO:0005524
1978829;10082;ATPase activity;molecular_function;GO:0016887
1978829;162;nucleotide binding;molecular_function;GO:0000166
1978829;10269;nucleoside-triphosphatase activity;molecular_function;GO:0017111
1978829;4927;transport;biological_process;GO:0006810
1978829;9321;integral to membrane;cellular_component;GO:0016021
1978829;18135;ATPase activity, coupled to transmembrane movement of substances;molecular_function;GO:0042626
1978829;2450;ATP-dependent DNA helicase activity;molecular_function;GO:0004003
1978829;2451;ATP-dependent RNA helicase activity;molecular_function;GO:0004004
1978829;5716;ATP-dependent helicase activity;molecular_function;GO:0008026
1978829;5778;DNA-dependent ATPase activity;molecular_function;GO:0008094
1978829;5860;RNA-dependent ATPase activity;molecular_function;GO:0008186
1978829;8800;protein-transmembrane transporting ATPase activity;molecular_function;GO:0015462
1978829;10273;single-stranded DNA-dependent ATP-dependent DNA helicase activity;molecular_function;GO:0017116
1978829;18132;ATPase activity, coupled;molecular_function;GO:0042623
1978829;18133;ATPase activity, uncoupled;molecular_function;GO:0042624
1978829;18134;ATPase activity, coupled to transmembrane movement of ions;molecular_function;GO:0042625
1978830;23329;lysine 2,3-aminomutase activity;molecular_function;GO:0050066
1978833;2216;RNA binding;molecular_function;GO:0003723
1978833;2356;DNA-directed RNA polymerase activity;molecular_function;GO:0003899
1978833;4499;transcription;biological_process;GO:0006350
1978835;2990;phosphogluconate dehydrogenase (decarboxylating) activity;molecular_function;GO:0004616
1978835;4263;pentose-phosphate shunt;biological_process;GO:0006098
1978835;23920;NADP binding;molecular_function;GO:0050661
1978835;9710;oxidoreductase activity;molecular_function;GO:0016491
1978836;2175;nucleic acid binding;molecular_function;GO:0003676
1978838;2290;catalytic activity;molecular_function;GO:0003824
1978838;2745;glucan 1,4-alpha-glucosidase activity;molecular_function;GO:0004339
1978838;4144;polysaccharide metabolic process;biological_process;GO:0005976
1978842;3827;intracellular;cellular_component;GO:0005622
1978843;4927;transport;biological_process;GO:0006810
1978843;6171;ammonium transmembrane transporter activity;molecular_function;GO:0008519
1978843;9320;membrane;cellular_component;GO:0016020
1978846;2196;transcription factor activity;molecular_function;GO:0003700
1978846;3838;nucleus;cellular_component;GO:0005634
1978846;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1978846;5939;zinc ion binding;molecular_function;GO:0008270
1978846;2176;DNA binding;molecular_function;GO:0003677
1978846;4499;transcription;biological_process;GO:0006350
1978847;10154;mannan endo-1,4-beta-mannosidase activity;molecular_function;GO:0016985
1978849;7744;FMN binding;molecular_function;GO:0010181
1978849;9710;oxidoreductase activity;molecular_function;GO:0016491
